id	0_seqid	1_start	2_end	3_strand	4_length	5_type	6_Note	Mutant1_M2-count	Mutant1_M2-rpkm	Mutant1_M3-count	Mutant1_M3-rpkm	Mutant1_M4-count	Mutant1_M4-rpkm	Mutant2_M1-count	Mutant2_M1-rpkm	Mutant2_M2-count	Mutant2_M2-rpkm	Mutant2_M3-count	Mutant2_M3-rpkm	Mutant2_M4-count	Mutant2_M4-rpkm	Mutant3_M3-count	Mutant3_M3-rpkm	Mutant3_M4-count	Mutant3_M4-rpkm	Mutant3_M1-count	Mutant3_M1-rpkm	Mutant3_M2-count	Mutant3_M2-rpkm	WT_M1-count	WT_M1-rpkm	WT_M2-count	WT_M2-rpkm	WT_M3-count	WT_M3-rpkm	WT_M4-count	WT_M4-rpkm
gene112	Contig_1.54	62501	63698	+	1198	gene		893	77.70	1262	78.58	1545	78.86	1509	75.95	1384	79.54	1407	73.65	1425	76.52	911	66.89	934	60.83	1490	59.87	1188	65.40	2021	84.23	1599	76.25	1406	85.63	1111	81.98
gene113	Contig_1.54	65751	66644	+	894	gene		20	2.33	35	2.92	50	3.42	106	7.15	79	6.08	122	8.56	119	8.56	117	11.51	110	9.60	131	7.05	55	4.06	78	4.36	32	2.04	28	2.29	25	2.47
gene114	Contig_1.1	429366	429692	+	327	gene		4	1.28	0	0.00	1	0.19	1	0.18	0	0.00	0	0.00	4	0.79	0	0.00	0	0.00	1	0.15	1	0.20	0	0.00	0	0.00	0	0.00	0	0.00
gene115	Contig_1.2	1432031	1433510	+	1480	gene		175	12.32	210	10.59	520	21.48	826	33.65	542	25.21	679	28.77	639	27.77	114	6.78	154	8.12	308	10.02	280	12.48	531	17.91	641	24.74	349	17.21	188	11.23
gene116	Contig_1.54	67812	69670	-	1859	gene		32	1.79	59	2.37	166	5.46	147	4.77	150	5.56	140	4.72	148	5.12	95	4.50	67	2.81	245	6.34	375	13.30	134	3.60	93	2.86	77	3.02	49	2.33
gene117	Contig_1.54	70490	73856	-	3367	gene		205	6.35	405	8.97	732	13.29	961	17.21	648	13.25	1004	18.70	965	18.44	629	16.43	613	14.20	1655	23.66	822	16.10	547	8.11	301	5.11	373	8.08	229	6.01
gene118	Contig_1.54	74112	74794	-	683	gene		14	2.14	33	3.60	54	4.83	110	9.71	36	3.63	90	8.26	105	9.89	63	8.11	65	7.43	204	14.38	63	6.08	66	4.83	31	2.59	43	4.59	23	2.98
gene119	Contig_1.54	77314	78600	-	1287	gene		30	2.43	62	3.59	167	7.93	150	7.03	182	9.74	162	7.89	148	7.40	69	4.72	57	3.46	201	7.52	203	10.40	111	4.31	71	3.15	105	5.95	51	3.50
gene120	Contig_1.54	78855	79942	-	1088	gene		29	2.78	50	3.43	119	6.69	216	11.97	313	19.81	195	11.24	190	11.23	105	8.49	109	7.82	157	6.95	196	11.88	188	8.63	48	2.52	102	6.84	60	4.87
gene121	Contig_1.54	80296	81335	+	1040	gene		79	7.92	183	13.13	604	35.51	362	20.99	480	31.78	358	21.59	393	24.31	234	19.79	201	15.08	394	18.24	677	42.93	234	11.23	95	5.22	213	14.94	107	9.09
gene122	Contig_1.54	82243	82728	+	486	gene		1	0.21	1	0.15	1	0.13	6	0.74	6	0.85	1	0.13	4	0.53	2	0.36	5	0.80	10	0.99	0	0.00	2	0.21	1	0.12	3	0.45	4	0.73
gene123	Contig_1.54	83873	84259	+	387	gene		11	2.96	11	2.12	11	1.74	43	6.70	36	6.40	37	6.00	35	5.82	25	5.68	26	5.24	46	5.72	35	5.96	19	2.45	18	2.66	19	3.58	16	3.65
gene124	Contig_1.54	85340	86547	-	1208	gene		21	1.81	33	2.04	55	2.78	18	0.90	18	1.03	15	0.78	5	0.27	13	0.95	18	1.16	17	0.68	31	1.69	50	2.07	43	2.03	34	2.05	39	2.85
gene125	Contig_1.54	94097	96274	+	2178	gene		38	1.82	49	1.68	39	1.09	27	0.75	34	1.07	31	0.89	23	0.68	12	0.48	23	0.82	86	1.90	62	1.88	108	2.48	101	2.65	46	1.54	65	2.64
gene126	Contig_1.2	1437253	1437774	-	522	gene		1	0.20	0	0.00	1	0.12	1	0.12	3	0.40	3	0.36	2	0.25	0	0.00	1	0.15	3	0.28	0	0.00	1	0.10	4	0.44	3	0.42	2	0.34
gene127	Contig_1.54	96682	99138	-	2457	gene		48	2.04	36	1.09	42	1.05	83	2.04	68	1.91	83	2.12	78	2.04	82	2.94	83	2.64	160	3.13	72	1.93	49	1.00	33	0.77	53	1.57	32	1.15
gene128	Contig_1.54	99486	101013	+	1528	gene		87	5.93	133	6.49	144	5.76	186	7.34	139	6.26	163	6.69	191	8.04	72	4.14	73	3.73	241	7.59	170	7.34	362	11.83	309	11.55	191	9.12	127	7.35
gene129	Contig_1.54	102931	104504	+	1574	gene		177	11.72	280	13.27	242	9.40	287	10.99	193	8.44	282	11.23	271	11.08	144	8.05	127	6.30	314	9.60	184	7.71	453	14.37	357	12.96	249	11.54	210	11.79
gene130	Contig_1.54	108150	108524	+	375	gene		37	10.28	36	7.16	42	6.85	80	12.86	68	12.49	77	12.88	66	11.32	13	3.05	33	6.87	88	11.30	90	15.83	70	9.32	53	8.07	52	10.12	39	9.19
gene131	Contig_1.54	112416	113315	+	900	gene		66	7.64	96	7.96	131	8.90	423	28.34	570	43.61	419	29.19	322	23.01	194	18.96	172	14.91	347	18.56	366	26.82	226	12.54	173	10.98	166	13.46	111	10.90
gene132	Contig_1.54	113879	115365	-	1487	gene		10	0.70	26	1.30	27	1.11	47	1.91	45	2.08	38	1.60	37	1.60	24	1.42	50	2.62	67	2.17	47	2.08	45	1.51	23	0.88	23	1.13	21	1.25
gene133	Contig_1.54	118611	120184	+	1574	gene		135	8.94	180	8.53	162	6.29	89	3.41	85	3.72	87	3.47	92	3.76	38	2.12	35	1.73	134	4.10	101	4.23	304	9.64	329	11.94	263	12.19	250	14.04
gene134	Contig_1.54	121400	123485	+	2086	gene		144	7.20	290	10.37	230	6.74	78	2.25	63	2.08	69	2.07	65	2.00	33	1.39	54	2.02	95	2.19	54	1.71	408	9.77	571	15.64	108	3.78	249	10.55
gene135	Contig_1.54	123665	124414	-	750	gene		341	47.39	307	30.54	356	29.02	482	38.75	788	72.34	439	36.70	411	35.25	245	28.74	231	24.03	455	29.20	326	28.67	462	30.76	344	26.20	359	34.93	160	18.86
gene136	Contig_1.54	125610	127910	-	2301	gene		1255	56.85	1834	59.46	1764	46.88	5606	146.90	5011	149.94	4997	136.18	5248	146.71	3727	142.48	4178	141.67	6457	135.08	5148	147.55	2392	51.91	2200	54.62	2939	93.20	1054	40.49
gene137	Contig_1.2	1438757	1440295	-	1539	gene		268	18.15	344	16.67	355	14.10	381	14.93	413	18.48	354	14.42	355	14.84	190	10.86	211	10.70	463	14.48	373	15.98	647	20.99	543	20.16	485	22.99	407	23.38
gene138	Contig_1.54	129267	130073	-	807	gene		547	70.65	701	64.80	902	68.34	1151	86.00	1126	96.07	1010	78.48	1040	82.90	411	44.80	503	48.63	1106	65.97	629	51.40	921	56.99	886	62.72	837	75.68	574	62.88
gene139	Contig_1.54	131297	134404	+	3108	gene		369	12.38	430	10.32	490	9.64	1578	30.61	1430	31.68	1420	28.65	1277	26.43	1044	29.55	1098	27.56	1210	18.74	1278	27.12	1316	21.14	1078	19.82	1141	26.79	597	16.98
gene140	Contig_1.54	135957	138490	-	2534	gene		40	1.65	44	1.30	16	0.39	0	0.00	1	0.03	2	0.05	2	0.05	1	0.03	0	0.00	5	0.09	0	0.00	36	0.71	33	0.74	32	0.92	11	0.38
gene141	Contig_1.54	141886	144326	-	2441	gene		636	27.16	1045	31.94	1249	31.29	1485	36.68	1389	39.18	1513	38.87	1459	38.45	1633	58.85	1787	57.12	1963	38.71	1505	40.66	1510	30.89	1117	26.14	1003	29.98	663	24.01
gene142	Contig_1.54	148209	152791	+	4583	gene		366	8.32	681	11.08	940	12.54	1042	13.71	688	10.34	1161	15.89	1051	14.75	1326	25.45	1514	25.77	1459	15.32	910	13.09	978	10.66	904	11.27	697	11.10	392	7.56
gene143	Contig_1.55	2269	2484	+	216	gene		0	0.00	2	0.69	1	0.28	0	0.00	1	0.32	0	0.00	1	0.30	0	0.00	0	0.00	0	0.00	1	0.31	0	0.00	0	0.00	0	0.00	1	0.41
gene144	Contig_1.55	2801	3829	-	1029	gene		40	4.05	41	2.97	46	2.73	112	6.56	166	11.11	111	6.76	117	7.31	40	3.42	41	3.11	135	6.32	132	8.46	92	4.46	75	4.16	83	5.89	66	5.67
gene145	Contig_1.55	4533	5018	-	486	gene		9	1.93	4	0.61	14	1.76	134	16.62	279	39.53	116	14.97	118	15.62	8	1.45	21	3.37	101	10.00	26	3.53	9	0.92	5	0.59	24	3.60	6	1.09
gene146	Contig_1.55	6027	7067	-	1041	gene		2	0.20	3	0.21	1	0.06	8	0.46	3	0.20	6	0.36	11	0.68	10	0.85	4	0.30	8	0.37	7	0.44	7	0.34	4	0.22	3	0.21	4	0.34
gene147	Contig_1.55	8259	9325	-	1067	gene		2	0.20	1	0.07	0	0.00	3	0.17	5	0.32	6	0.35	5	0.30	2	0.16	3	0.22	9	0.41	3	0.19	2	0.09	2	0.11	2	0.14	0	0.00
gene148	Contig_1.2	1441232	1441978	-	747	gene		63	8.79	92	9.19	142	11.62	166	13.40	158	14.56	157	13.18	175	15.07	62	7.30	87	9.09	176	11.34	128	11.30	172	11.50	171	13.08	111	10.84	94	11.12
gene149	Contig_1.55	10676	12318	-	1643	gene		84	5.33	141	6.40	139	5.17	187	6.86	168	7.04	168	6.41	179	7.01	58	3.11	75	3.56	202	5.92	126	5.06	208	6.32	212	7.37	137	6.08	123	6.62
gene150	Contig_1.55	14452	16403	+	1952	gene		2	0.11	0	0.00	2	0.06	5	0.15	8	0.28	1	0.03	4	0.13	4	0.18	2	0.08	9	0.22	9	0.30	3	0.08	0	0.00	4	0.15	4	0.18
gene151	Contig_1.55	17054	17974	-	921	gene		1	0.11	1	0.08	0	0.00	1	0.07	1	0.07	3	0.20	0	0.00	1	0.10	0	0.00	5	0.26	0	0.00	1	0.05	3	0.19	2	0.16	0	0.00
gene152	Contig_1.55	19150	26664	-	7515	gene		752	10.43	1071	10.63	1793	14.59	2220	17.81	1448	13.27	1989	16.60	2046	17.51	1539	18.01	1729	17.95	3305	21.17	1944	17.06	3266	21.70	1967	14.95	2009	19.51	869	10.22
gene153	Contig_1.55	27184	28176	+	993	gene		166	17.42	238	17.88	178	10.96	412	25.02	351	24.34	439	27.72	375	24.29	143	12.67	172	13.51	547	26.52	283	18.80	262	13.17	244	14.04	227	16.68	182	16.20
gene154	Contig_1.55	36861	40739	+	3879	gene		161	4.33	171	3.29	215	3.39	614	9.54	372	6.60	638	10.31	535	8.87	213	4.83	295	5.93	647	8.03	299	5.08	542	6.98	315	4.64	398	7.49	145	3.30
gene155	Contig_1.55	41594	43647	+	2054	gene		1097	55.67	1499	54.44	1771	52.72	1764	51.78	1658	55.58	1583	48.33	1560	48.86	654	28.01	665	25.26	1906	44.67	1304	41.87	3616	87.90	3498	97.29	2314	82.20	2193	94.38
gene156	Contig_1.55	44347	45357	+	1011	gene		201	20.72	221	16.31	252	15.24	637	37.99	550	37.46	586	36.35	602	38.30	245	21.32	265	20.45	652	31.04	410	26.74	406	20.05	428	24.19	327	23.60	270	23.61
gene157	Contig_1.55	45948	47924	+	1977	gene		679	35.80	1170	44.15	966	29.88	274	8.36	371	12.92	308	9.77	276	8.98	172	7.65	228	9.00	524	12.76	591	19.71	680	17.17	666	19.25	475	17.53	355	15.87
gene158	Contig_1.55	49604	50635	+	1032	gene		2690	271.69	2826	204.28	7179	425.36	8724	509.70	9912	661.30	9087	552.14	7826	487.82	6908	588.82	7623	576.32	7617	355.28	19350	1236.55	5446	263.50	7348	406.77	7934	560.96	3860	330.64
gene159	Contig_1.2	1443048	1444784	+	1737	gene		67	4.02	80	3.44	119	4.19	330	11.45	263	10.42	335	12.09	280	10.37	144	7.29	140	6.29	502	13.91	239	9.07	229	6.58	236	7.76	167	7.02	109	5.55
gene160	Contig_1.55	51630	52874	-	1245	gene		359	30.06	453	27.14	389	19.11	345	16.71	188	10.40	404	20.35	310	16.02	96	6.78	153	9.59	441	17.05	323	17.11	451	18.09	417	19.14	330	19.34	311	22.08
gene161	Contig_1.55	54578	55630	-	1053	gene		99	9.80	180	12.75	236	13.70	229	13.11	207	13.54	216	12.86	258	15.76	124	10.36	159	11.78	233	10.65	243	15.22	273	12.95	240	13.02	127	8.80	134	11.25
gene162	Contig_1.55	56316	57491	+	1176	gene		31	2.75	51	3.24	41	2.13	102	5.23	111	6.50	107	5.71	91	4.98	50	3.74	39	2.59	76	3.11	220	12.34	66	2.80	73	3.55	67	4.16	48	3.61
gene163	Contig_1.55	60152	61372	+	1221	gene		15	1.28	2	0.12	7	0.35	14	0.69	3	0.17	10	0.51	8	0.42	14	1.01	2	0.13	10	0.39	7	0.38	24	0.98	15	0.70	10	0.60	11	0.80
gene164	Contig_1.55	62954	63875	-	922	gene		98	11.08	129	10.44	123	8.16	120	7.85	112	8.36	139	9.45	132	9.21	58	5.53	54	4.57	184	9.61	89	6.37	197	10.67	138	8.55	79	6.25	115	11.03
gene165	Contig_1.55	64374	65289	+	916	gene		144	16.39	197	16.04	199	13.28	307	20.21	264	19.84	311	21.29	223	15.66	243	23.34	229	19.51	577	30.32	287	20.66	368	20.06	191	11.91	266	21.19	178	17.18
gene166	Contig_1.55	66663	67547	+	885	gene		1722	202.81	1789	150.80	1321	91.27	203	13.83	415	32.29	156	11.05	159	11.56	76	7.55	68	5.99	161	8.76	86	6.41	3218	181.56	2324	150.02	2300	189.63	2086	208.36
gene167	Contig_1.55	68100	68630	-	531	gene		9	1.77	11	1.55	8	0.92	1	0.11	3	0.39	1	0.12	1	0.12	1	0.17	1	0.15	1	0.09	3	0.37	9	0.85	3	0.32	11	1.51	10	1.66
gene168	Contig_1.55	70266	72143	-	1878	gene		36	2.00	54	2.15	56	1.82	22	0.71	21	0.77	24	0.80	14	0.48	19	0.89	22	0.91	46	1.18	34	1.19	95	2.53	49	1.49	61	2.37	55	2.59
gene169	Contig_1.55	80275	81536	+	1262	gene		677	55.92	820	48.47	995	48.21	645	30.82	568	30.99	542	26.93	653	33.29	472	32.90	459	28.38	1052	40.13	881	46.04	1474	58.32	1491	67.50	1101	63.66	1023	71.66
gene170	Contig_1.2	1445474	1446640	-	1167	gene		825	73.69	1213	77.54	2107	110.40	2985	154.22	3969	234.17	2562	137.66	2911	160.46	1232	92.86	1411	94.34	3134	129.27	2433	137.49	1486	63.58	1760	86.16	1254	78.41	1135	85.98
gene171	Contig_1.55	82937	84175	-	1239	gene		39	3.28	67	4.03	61	3.01	11	0.54	7	0.39	9	0.46	9	0.47	4	0.28	7	0.44	12	0.47	13	0.69	72	2.90	62	2.86	19	1.12	66	4.71
gene172	Contig_1.55	84996	86386	+	1391	gene		262	19.63	500	26.82	653	28.71	25	1.08	9	0.45	21	0.95	25	1.16	5	0.32	3	0.17	24	0.83	23	1.09	394	14.14	269	11.05	85	4.46	213	13.54
gene173	Contig_1.55	91462	92466	-	1005	gene		69	7.16	92	6.83	96	5.84	165	9.90	151	10.34	183	11.42	148	9.47	104	9.10	93	7.22	199	9.53	168	11.02	168	8.35	147	8.36	142	10.31	109	9.59
gene174	Contig_1.55	92772	94106	-	1335	gene		2	0.16	5	0.28	6	0.27	7	0.32	6	0.31	6	0.28	5	0.24	3	0.20	4	0.23	10	0.36	9	0.44	6	0.22	1	0.04	4	0.22	2	0.13
gene175	Contig_1.55	95390	95953	-	564	gene		0	0.00	0	0.00	0	0.00	1	0.11	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.09	0	0.00	0	0.00	0	0.00
gene176	Contig_1.55	98043	98495	+	453	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene177	Contig_1.55	100021	101408	+	1388	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene178	Contig_1.55	103816	106590	+	2775	gene		6	0.23	6	0.16	10	0.22	4	0.09	6	0.15	12	0.27	4	0.09	2	0.06	9	0.25	13	0.23	8	0.19	7	0.13	8	0.16	5	0.13	3	0.10
gene179	Contig_1.55	110266	111429	-	1164	gene		213	19.07	253	16.21	501	26.32	345	17.87	391	23.13	328	17.67	386	21.33	190	14.36	246	16.49	352	14.56	302	17.11	192	8.24	202	9.91	107	6.71	114	8.66
gene180	Contig_1.55	113597	114652	+	1056	gene		192	18.95	199	14.06	269	15.58	193	11.02	231	15.06	224	13.30	157	9.56	53	4.41	50	3.69	350	15.95	125	7.81	216	10.21	289	15.64	151	10.43	129	10.80
gene181	Contig_1.2	1447392	1448398	-	1007	gene		243	25.15	309	22.89	344	20.89	213	12.75	222	15.18	208	12.95	207	13.22	95	8.30	103	7.98	278	13.29	168	11.00	478	23.70	426	24.17	355	25.72	247	21.68
gene182	Contig_1.55	116048	118433	+	2386	gene		435	19.00	628	19.63	1712	43.87	1419	35.86	668	19.28	2522	66.28	1323	35.67	267	9.84	560	18.31	2876	58.02	678	18.74	1184	24.78	951	22.77	792	24.22	582	21.56
gene183	Contig_1.55	119036	120939	-	1904	gene		4	0.22	3	0.12	4	0.13	1	0.03	6	0.22	4	0.13	2	0.07	4	0.18	0	0.00	1	0.03	14	0.48	4	0.10	3	0.09	6	0.23	4	0.19
gene184	Contig_1.55	121686	123161	-	1476	gene		10	0.71	19	0.96	15	0.62	16	0.65	21	0.98	13	0.55	15	0.65	10	0.60	11	0.58	20	0.65	4	0.18	16	0.54	13	0.50	9	0.44	12	0.72
gene185	Contig_1.55	124058	125784	+	1727	gene		10	0.60	15	0.65	11	0.39	16	0.56	10	0.40	21	0.76	18	0.67	9	0.46	5	0.23	14	0.39	11	0.42	9	0.26	9	0.30	11	0.46	4	0.20
gene186	Contig_1.55	127018	132350	+	5333	gene		21	0.41	45	0.63	58	0.67	342	3.87	80	1.03	233	2.74	325	3.92	55	0.91	60	0.88	140	1.26	90	1.11	132	1.24	86	0.92	84	1.15	39	0.65
gene187	Contig_1.55	133263	135242	-	1980	gene		40	2.11	49	1.85	60	1.85	46	1.40	42	1.46	53	1.68	53	1.72	22	0.98	20	0.79	50	1.22	39	1.30	130	3.28	121	3.49	63	2.32	80	3.57
gene188	Contig_1.56	139	1240	+	1102	gene		1	0.09	1	0.07	1	0.06	15	0.82	9	0.56	9	0.51	18	1.05	16	1.28	8	0.57	20	0.87	10	0.60	1	0.05	2	0.10	5	0.33	2	0.16
gene189	Contig_1.56	1783	3114	-	1332	gene		7	0.55	12	0.67	11	0.50	9	0.41	5	0.26	4	0.19	4	0.19	9	0.59	6	0.35	8	0.29	6	0.30	26	0.97	28	1.20	33	1.81	8	0.53
gene190	Contig_1.56	9461	10479	+	1019	gene		1	0.10	0	0.00	2	0.12	10	0.59	2	0.14	0	0.00	4	0.25	2	0.17	3	0.23	9	0.43	4	0.26	1	0.05	2	0.11	5	0.36	3	0.26
gene191	Contig_1.56	16290	18491	+	2202	gene		562	26.60	709	24.02	588	16.33	819	22.43	675	21.11	753	21.44	754	22.03	348	13.90	399	14.14	1020	22.30	512	15.33	1088	24.67	888	23.04	761	25.22	704	28.26
gene192	Contig_1.2	1454338	1455856	-	1519	gene		164	11.25	331	16.26	589	23.71	410	16.27	229	10.38	425	17.54	429	18.17	199	11.52	265	13.61	669	21.20	332	14.41	622	20.45	398	14.97	323	15.52	245	14.26
gene193	Contig_1.56	20111	21719	+	1609	gene		25	1.62	29	1.34	31	1.18	101	3.78	86	3.68	103	4.01	95	3.80	37	2.02	54	2.62	190	5.68	84	3.44	70	2.17	39	1.38	70	3.17	56	3.08
gene194	Contig_1.56	23812	26758	+	2947	gene		602	21.29	1458	36.91	1027	21.31	3707	75.84	1476	34.48	4559	97.01	3689	80.52	2707	80.80	3681	97.45	8657	141.40	3523	78.84	1477	25.03	1024	19.85	963	23.84	498	14.94
gene195	Contig_1.56	29584	30301	-	718	gene		4	0.58	1	0.10	10	0.85	14	1.18	5	0.48	14	1.22	8	0.72	9	1.10	9	0.98	30	2.01	8	0.73	3	0.21	2	0.16	1	0.10	1	0.12
gene196	Contig_1.56	34570	35105	-	536	gene		2896	563.17	2964	412.52	2885	329.12	5324	598.90	5137	659.87	4036	472.17	4872	584.71	2315	379.92	2005	291.86	3612	324.37	3472	427.19	4045	376.82	3513	374.44	4757	647.57	3342	551.18
gene197	Contig_1.56	41617	42178	+	562	gene		424	78.64	549	72.87	675	73.44	505	54.18	364	44.59	623	69.51	517	59.18	827	129.44	1464	203.25	436	37.34	158	18.54	151	13.42	152	15.45	107	13.89	152	23.91
gene198	Contig_1.56	45828	49944	-	4117	gene		457	11.57	667	12.09	925	13.74	2394	35.06	1530	25.59	2020	30.77	2065	32.27	1427	30.49	1553	29.43	2274	26.59	1447	23.18	1867	22.64	1166	16.18	1433	25.40	563	12.09
gene199	Contig_1.56	49967	51031	-	1065	gene		32	3.13	36	2.52	87	5.00	235	13.30	121	7.82	166	9.77	166	10.03	145	11.98	148	10.84	264	11.93	151	9.35	193	9.05	115	6.17	141	9.66	56	4.65
gene200	Contig_1.56	52550	54288	-	1739	gene		2	0.12	6	0.26	7	0.25	9	0.31	9	0.36	9	0.32	12	0.44	7	0.35	5	0.22	8	0.22	11	0.42	13	0.37	9	0.30	6	0.25	3	0.15
gene201	Contig_1.56	55206	57189	+	1984	gene		10	0.53	14	0.53	21	0.65	18	0.55	7	0.24	20	0.63	24	0.78	4	0.18	9	0.35	23	0.56	13	0.43	25	0.63	23	0.66	12	0.44	15	0.67
gene202	Contig_1.56	58181	59178	-	998	gene		246	25.69	474	35.43	784	48.04	667	40.30	1013	69.89	596	37.45	630	40.61	472	41.60	411	32.13	801	38.63	1309	86.50	466	23.31	340	19.46	615	44.96	297	26.31
gene203	Contig_1.2	1457387	1458024	-	638	gene		349	57.02	499	58.35	699	66.99	719	67.95	693	74.79	649	63.79	711	71.69	372	51.29	384	46.96	822	62.02	504	52.10	550	43.04	551	49.34	405	46.32	402	55.70
gene204	Contig_1.56	59727	61151	-	1425	gene		1091	79.80	2630	137.68	6153	264.02	1508	63.81	3579	172.93	1348	59.32	1541	69.56	999	61.67	706	38.66	2123	71.71	4266	197.43	3438	120.47	2308	92.53	2869	146.90	1858	115.26
gene205	Contig_1.56	62858	65725	+	2868	gene		307	11.16	537	13.97	951	20.28	1153	24.24	1005	24.13	1108	24.23	1076	24.13	753	23.10	702	19.10	1803	30.26	1296	29.80	1113	19.38	918	18.29	812	20.66	468	14.43
gene206	Contig_1.56	74823	76765	-	1943	gene		28	1.50	34	1.31	33	1.04	77	2.39	61	2.16	60	1.94	73	2.42	26	1.18	18	0.72	70	1.73	52	1.76	87	2.24	76	2.23	29	1.09	49	2.23
gene207	Contig_1.56	77457	78337	+	881	gene		34	4.02	71	6.01	75	5.21	151	10.33	209	16.33	149	10.61	137	10.00	54	5.39	69	6.11	155	8.47	165	12.35	126	7.14	158	10.25	86	7.12	98	9.83
gene208	Contig_1.56	78646	81049	-	2404	gene		83	3.60	92	2.85	119	3.03	375	9.41	289	8.28	347	9.05	349	9.34	122	4.46	124	4.02	372	7.45	235	6.45	426	8.85	315	7.49	314	9.53	192	7.06
gene209	Contig_1.56	96617	96850	+	234	gene		3	1.34	1	0.32	7	1.83	3	0.77	0	0.00	6	1.61	5	1.37	2	0.75	2	0.67	7	1.44	2	0.56	18	3.84	11	2.69	5	1.56	4	1.51
gene210	Contig_1.56	96917	97846	+	930	gene		30	3.36	24	1.93	44	2.89	66	4.28	49	3.63	63	4.25	74	5.12	36	3.41	27	2.27	37	1.92	72	5.11	79	4.24	85	5.22	54	4.24	39	3.71
gene211	Contig_1.56	100435	101682	+	1248	gene		0	0.00	1	0.06	2	0.10	3	0.14	3	0.17	1	0.05	3	0.15	1	0.07	0	0.00	2	0.08	1	0.05	2	0.08	3	0.14	1	0.06	3	0.21
gene212	Contig_1.56	102222	105290	+	3069	gene		6	0.20	4	0.10	9	0.18	12	0.24	9	0.20	10	0.20	18	0.38	7	0.20	10	0.25	19	0.30	6	0.13	27	0.44	16	0.30	11	0.26	7	0.20
gene213	Contig_1.56	106110	107276	-	1167	gene		644	57.52	926	59.19	1054	55.23	1235	63.81	1107	65.31	1093	58.73	1050	57.88	517	38.97	605	40.45	1306	53.87	929	52.50	1522	65.12	1223	59.87	998	62.40	777	58.86
gene214	Contig_1.2	1458473	1460016	+	1544	gene		754	50.90	1067	51.55	1347	53.34	1390	54.28	1243	55.43	1346	54.67	1170	48.75	928	52.87	1071	54.12	2192	68.34	1435	61.29	1277	41.30	1226	45.36	1118	52.83	795	45.52
gene215	Contig_1.56	108894	111715	+	2822	gene		396	14.63	433	11.45	441	9.56	313	6.69	285	6.95	271	6.02	244	5.56	149	4.64	192	5.31	254	4.33	257	6.01	1577	27.90	1075	21.76	604	15.62	629	19.70
gene216	Contig_1.56	112696	114251	-	1556	gene		582	38.99	691	33.13	936	36.78	1002	38.83	1621	71.73	916	36.91	789	32.62	521	29.45	603	30.24	1754	54.26	915	38.78	1186	38.06	932	34.22	671	31.47	442	25.11
gene217	Contig_1.56	115105	117030	+	1926	gene		91	4.92	113	4.38	293	9.30	428	13.40	308	11.01	468	15.24	364	12.16	192	8.77	217	8.79	522	13.05	304	10.41	506	13.12	426	12.64	312	11.82	168	7.71
gene218	Contig_1.56	118202	121693	-	3492	gene		630	18.80	1084	23.16	2024	35.44	3388	58.50	2107	41.54	3181	57.12	2947	54.29	2620	66.00	2742	61.26	4113	56.70	2548	48.12	3317	47.43	1939	31.72	2073	43.32	750	18.99
gene219	Contig_1.57	11539	11886	+	348	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene220	Contig_1.57	17339	18034	+	696	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.09	0	0.00	0	0.00	0	0.00	0	0.00
gene221	Contig_1.57	24157	25253	-	1097	gene		1	0.10	5	0.34	3	0.17	24	1.32	13	0.82	24	1.37	16	0.94	12	0.96	21	1.49	22	0.97	7	0.42	3	0.14	5	0.26	5	0.33	3	0.24
gene222	Contig_1.57	32037	32270	-	234	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene223	Contig_1.57	36862	37593	+	732	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene224	Contig_1.57	48801	51242	-	2442	gene		184	7.85	350	10.69	345	8.64	280	6.91	166	4.68	297	7.63	215	5.66	175	6.30	215	6.87	580	11.43	222	6.00	369	7.54	243	5.68	207	6.19	225	8.14
gene225	Contig_1.1	430623	431390	+	768	gene		1	0.14	1	0.10	1	0.08	2	0.16	1	0.09	2	0.16	4	0.34	2	0.23	2	0.20	2	0.13	2	0.17	0	0.00	1	0.07	1	0.10	2	0.23
gene226	Contig_1.2	1462159	1463195	-	1037	gene		54	5.43	78	5.61	115	6.78	149	8.66	74	4.91	143	8.65	103	6.39	100	8.48	87	6.55	192	8.91	127	8.08	145	6.98	130	7.16	94	6.61	97	8.27
